6 18 47 36 2 28 15 32 1 14 7 45 27 50 40 9 13 8 25 22 42 19 30 35 31 23 34 20 3 43 16 41 12 48 21 44 24 46 26 5 10 39 29 17 37 49 33 4 38 11 	49635.96751724884	781878.1107849749
50 48 45 43 41 38 36 34 32 30 27 25 23 21 19 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 20 22 24 26 28 29 31 33 35 37 39 40 42 44 46 47 49 	53423.260108431066	639357.7577632916
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 	37172.37148299819	773698.7526507413
49 47 44 42 40 37 35 33 31 29 27 24 22 20 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 21 23 25 26 28 30 32 34 36 38 39 41 43 45 46 48 50 	52733.335173456224	639562.3183494116
32 34 31 29 27 25 23 21 19 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 33 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 	45502.60490897739	669855.524589075
50 47 45 43 40 38 36 34 31 29 27 25 23 21 19 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 18 20 22 24 26 28 30 32 33 35 37 39 41 42 44 46 48 49 	53078.03911189375	639414.2139866845
43 41 39 37 35 33 30 28 26 24 22 20 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 31 32 34 36 38 40 42 44 45 46 47 48 49 50 	49139.9249218268	647814.8924339643
31 33 30 29 27 25 23 21 19 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 20 22 24 26 28 32 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 	45398.99181874816	670735.4957534835
9 20 24 23 21 19 17 15 13 11 8 6 4 2 1 3 5 7 10 12 14 16 18 22 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 	41433.93049656987	713082.154417453
32 33 31 29 27 25 23 21 19 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 	45468.45117331567	670139.6543381542
50 48 45 43 40 38 36 34 32 29 27 25 23 21 19 17 15 13 10 8 6 4 2 1 3 5 7 9 11 12 14 16 18 20 22 24 26 28 30 31 33 35 37 39 41 42 44 46 47 49 	53292.96020903335	639369.6228375061
