30 6 26 21 18 10 1 13 5 17 15 3 9 20 2 11 12 16 24 8 4 28 14 19 23 25 7 29 27 22 	17046.776314182818	138422.0381073596
30 28 26 23 21 19 17 15 12 10 8 6 4 2 1 3 5 7 9 11 13 14 16 18 20 22 24 25 27 29 	18499.047321096634	125231.67392968894
1 10 11 9 7 5 3 2 4 6 8 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 	13177.75913186716	145085.42209871727
28 25 23 21 19 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 18 20 22 24 26 27 29 30 	16963.345029964265	126590.84576924948
24 22 20 18 16 14 11 9 7 5 3 1 2 4 6 8 10 12 13 15 17 19 21 23 25 26 27 28 29 30 	15578.319484230897	130131.57951549311
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 	12752.481961012983	149243.51498044262
20 18 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 19 21 22 23 24 25 26 27 28 29 30 	14668.390906112538	134208.59968251275
29 27 24 22 20 18 16 13 11 9 7 5 3 1 2 4 6 8 10 12 14 15 17 19 21 23 25 26 28 30 	17901.733408562905	125421.73435926095
28 25 23 21 19 17 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 16 18 20 22 24 26 27 29 30 	16976.758840994124	126567.89995730079
21 20 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 22 23 24 25 26 27 28 29 30 	14943.843503113732	132789.3756656501
18 17 15 14 12 10 8 6 4 2 1 3 5 7 9 11 13 16 19 20 21 22 23 24 25 26 27 28 29 30 	14361.429841500309	136016.98638721937
26 24 22 20 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 19 21 23 25 27 28 29 30 	16263.898375739216	128098.38809455975
27 25 23 21 19 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 18 20 22 24 26 28 29 30 	16822.38408932121	126834.90037188718
26 24 22 19 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 20 21 23 25 27 28 29 30 	16246.995432874415	128142.05513350733
23 21 19 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 20 22 24 25 26 27 28 29 30 	15250.994444641328	131399.82663997886
26 24 22 20 18 16 13 11 9 7 5 3 1 2 4 6 8 10 12 14 15 17 19 21 23 25 27 28 29 30 	16367.021164215137	127841.39367442214
30 27 25 23 21 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 20 22 24 26 28 29 	18116.533948641954	125290.40727837822
27 25 22 20 18 16 14 12 10 8 6 4 1 2 3 5 7 9 11 13 15 17 19 21 23 24 26 28 29 30 	16731.052869891653	127013.66423868325
1 5 9 8 6 3 2 4 7 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 	12972.36345391543	147032.9226416963
15 16 13 12 10 8 6 4 2 1 3 5 7 9 11 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 	13929.500682938839	138904.2371617258
16 17 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 18 19 20 21 22 23 24 25 26 27 28 29 30 	13988.056306173516	138484.0094253656
12 15 14 11 9 7 5 3 1 2 4 6 8 10 13 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 	13790.466000421075	139937.13674569517
20 19 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 21 22 23 24 25 26 27 28 29 30 	14687.51448573474	134102.14668798243
25 23 20 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 21 22 24 26 27 28 29 30 	15682.857473714255	129770.25510990957
28 26 24 22 19 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 20 21 23 25 27 29 30 	17429.05850438923	125899.54686001613
25 23 21 19 17 15 12 10 8 6 4 2 1 3 5 7 9 11 13 14 16 18 20 22 24 26 27 28 29 30 	15786.807190109801	129437.40179856253
24 22 20 18 16 14 12 10 8 6 3 1 2 4 5 7 9 11 13 15 17 19 21 23 25 26 27 28 29 30 	15602.103006212228	130044.22759334436
16 17 14 13 11 9 7 5 3 1 2 4 6 8 10 12 15 18 19 20 21 22 23 24 25 26 27 28 29 30 	14068.395343779513	137930.5774472632
22 21 19 17 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 16 18 20 23 24 25 26 27 28 29 30 	15090.206044263663	132105.39033147154
27 25 23 20 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 21 22 24 26 28 29 30 	16771.889759751713	126930.16475864436
22 20 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 21 23 24 25 26 27 28 29 30 	15016.965715532859	132434.9421264518
23 22 20 17 15 13 11 9 7 5 3 1 2 4 6 8 10 12 14 16 18 19 21 24 25 26 27 28 29 30 	15332.461078710023	131079.53803014953
27 25 22 20 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 21 23 24 26 28 29 30 	16731.858955202755	127011.95476763278
30 28 25 23 21 19 17 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 16 18 20 22 24 26 27 29 	18268.64945869018	125246.80722212956
30 27 25 23 20 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 21 22 24 26 28 29 	18083.17532813564	125304.11063097688
27 25 23 21 18 16 14 12 10 8 6 4 2 1 3 5 7 9 11 13 15 17 19 20 22 24 26 28 29 30 	16806.99348412572	126862.74666772396
